run_idx,segment_idx,ref_segment_idx,theta_true_deg,repeat_idx,variant_idx,variant_name,v_ref,omega_ref,radius_m,segment_duration,noise_variant,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,119,119,8,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,377.6,380.79,13,7.94055167904057,7.96320721949281,0.17456454746018,-0.0594483209594321,-0.0367927805071888,3,1
1,120,120,8.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,380.8,383.99,13,8.49937812013715,8.52135694646239,0.150253318574875,-0.000621879862853447,0.0213569464623937,3,1
1,121,121,9,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,384,387.19,13,9.0412528854874,8.99602448927681,0.206210369028323,0.0412528854874008,-0.00397551072319224,3,1
1,122,122,9.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,387.2,390.39,13,7.71020696437647,7.7121189576198,0.0731814324928544,-1.78979303562353,-1.7878810423802,2,0.99999988079071
1,123,123,10,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,390.4,393.59,13,8.27038322160778,8.25781508246089,0.125319566394278,-1.72961677839222,-1.74218491753911,2,0.995125114917755
1,124,124,-10,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,393.6,396.79,13,-11.0253895422039,-11.1307097457076,0.185557857511266,-1.0253895422039,-1.13070974570758,3,0.998868465423584
1,125,125,-9.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,396.8,399.99,13,-8.84127348432589,-8.83406448235652,0.114856129527801,0.658726515674109,0.665935517643476,3,1
1,126,126,-9,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,400,403.19,13,-8.88402534588829,-8.87321368183133,0.1430837394079,0.115974654111707,0.126786318168671,3,1
1,127,127,-8.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,403.2,406.39,13,-8.5472090811211,-8.50872411754308,0.22371258016672,-0.0472090811210997,-0.00872411754307834,3,1
1,128,128,-8,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,406.4,409.59,13,-8.18188616807921,-8.16964423614009,0.185720894093438,-0.181886168079213,-0.16964423614009,3,1
1,129,129,-7.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,409.6,412.79,13,-7.83615309135057,-7.85661180653611,0.185689914344337,-0.336153091350569,-0.356611806536113,3,1
1,130,130,-7,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,412.8,415.99,13,-7.11563686269275,-7.14611287123231,0.0906922644027286,-0.115636862692747,-0.146112871232313,3,1
1,131,131,-6.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,416,419.19,13,-6.44391422480503,-6.44113969031684,0.142408172229678,0.0560857751949735,0.0588603096831566,3,1
1,132,132,-6,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,419.2,422.39,13,-5.16282089218899,-5.12896522067074,0.159354377594105,0.837179107811013,0.871034779329265,3,0.999999761581421
1,133,133,-5.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,422.4,425.59,13,-3.50125272563103,-3.54918613945254,0.130004410562042,1.99874727436897,1.95081386054746,3,0.932876467704773
1,134,134,-5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,425.6,428.79,13,-2.99635148180535,-3.00713288615404,0.137821777989284,2.00364851819465,1.99286711384596,1,0.728101909160614
1,135,135,-4.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,428.8,431.99,13,-3.19740236889291,-3.18069017665435,0.1214152793099,1.30259763110709,1.31930982334565,3,0.999995827674866
1,136,136,-4,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,432,435.19,13,-2.15172943526793,-2.15945201492296,0.0285247861445692,1.84827056473207,1.84054798507704,3,0.999999523162842
1,137,137,-3.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,435.2,438.39,13,-1.03048654161399,-0.983555047585082,0.143277877034202,2.46951345838601,2.51644495241492,3,0.996610939502716
1,138,138,-3,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,438.4,441.59,13,-0.0700457910736625,-0.0846486359806357,0.0965838813452926,2.92995420892634,2.91535136401936,3,0.76032292842865
1,139,139,-2.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,441.6,444.79,13,-0.0557830754262065,-0.0794043252015138,0.275623978799121,2.44421692457379,2.42059567479849,3,0.794659912586212
1,140,140,-2,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,444.8,447.99,13,-1.99680281564547,-2.02009251289219,0.135625299289517,0.0031971843545342,-0.0200925128921883,3,0.999996423721313
1,141,141,-1.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,448,451.19,13,-0.971400602816615,-0.960791143554659,0.0384966189948241,0.528599397183385,0.539208856445341,1,0.99999988079071
1,142,142,-1,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,451.2,454.39,13,0.218128427745638,0.202262183579027,0.0751680725418301,1.21812842774564,1.20226218357903,1,0.999961137771606
1,143,143,-0.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,454.4,457.59,13,1.15738782785483,1.15430843050004,0.0652066566319123,1.65738782785483,1.65430843050004,3,0.999524235725403
1,144,144,0,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,457.6,460.79,13,1.93215849024588,1.93523483371801,0.00855463752500306,1.93215849024588,1.93523483371801,3,0.99999988079071
1,145,145,0.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,460.8,463.99,13,2.63923760237217,2.64076034050771,0.0105720490143617,2.13923760237217,2.14076034050771,3,0.999999761581421
1,146,146,1,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,464,467.19,13,3.31585663212114,3.31610606537564,0.00106147191019657,2.31585663212114,2.31610606537564,3,0.999981641769409
1,147,147,1.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,467.2,470.39,13,3.8836408663142,3.88636742529095,0.0196463114137701,2.3836408663142,2.38636742529095,3,0.999536752700806
1,148,148,2,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,470.4,473.59,13,4.32658631795234,4.33086536579246,0.0370871213953467,2.32658631795234,2.33086536579246,3,0.990810036659241
1,149,149,2.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,473.6,476.79,13,4.71326637875521,4.71856483232895,0.06487744487347,2.21326637875521,2.21856483232895,3,0.867330193519592
1,150,150,3,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,476.8,479.99,13,5.03584169910293,5.04233970464965,0.0921159147635819,2.03584169910293,2.04233970464965,2,0.707049369812012
1,151,151,3.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,480,483.19,13,5.277966782538,5.28516613029767,0.110514305147648,1.777966782538,1.78516613029767,2,0.951863646507263
1,152,152,4,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,483.2,486.39,13,5.42613322242944,5.4415197340575,0.125264137985978,1.42613322242944,1.4415197340575,2,0.997393250465393
1,153,153,4.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,486.4,489.59,13,5.95612516617116,5.97729507480404,0.179857346043573,1.45612516617116,1.47729507480404,3,0.999993324279785
1,154,154,5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,489.6,492.79,13,6.26248647120292,6.37803255152989,0.364042297592217,1.26248647120292,1.37803255152989,3,1
1,155,155,5.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,492.8,495.99,13,5.41632250946036,5.58752156221866,0.443505906806515,-0.0836774905396362,0.0875215622186607,3,0.999992847442627
1,156,156,6,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,496,499.19,13,6.31940329133028,6.31816095216264,0.0225825660150474,0.319403291330279,0.318160952162639,3,0.999997019767761
1,157,157,6.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,499.2,502.39,13,6.94339827484524,6.9461581309942,0.00549318849049478,0.443398274845243,0.446158130994198,3,0.999977350234985
1,158,158,7,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,502.4,505.59,13,7.3037902181932,7.25311435207015,0.140933495345305,0.303790218193204,0.25311435207015,3,0.999996423721313
1,159,159,7.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,505.6,508.79,13,8.64178329546368,8.57326815737668,0.233143731110761,1.14178329546368,1.07326815737668,3,0.999999761581421
1,160,160,8,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,508.8,511.99,13,8.29844163871819,8.24380045373256,0.545465307289962,0.298441638718188,0.243800453732565,3,1
1,161,161,8.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,512,515.19,13,8.14750128825008,8.14406104017995,0.0702383865599188,-0.352498711749924,-0.355938959820046,3,1
1,162,162,9,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,515.2,518.39,13,8.44830452684473,8.45464353346857,0.0693939447278276,-0.55169547315527,-0.545356466531434,3,0.99999988079071
1,163,163,9.5,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,518.4,521.59,13,8.96150188919104,8.93634098281132,0.0625837314090849,-0.538498110808961,-0.563659017188682,3,1
1,164,164,10,4,4,right_R12_v096,0.96,-0.08,12,3.2,clean,521.6,524.79,13,9.8312052441344,9.83598775572622,0.0226799725810134,-0.168794755865605,-0.164012244273783,3,0.99999988079071
1,165,165,-10,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,524.8,527.99,13,-11.1076779537769,-11.140297623755,0.429279709360517,-1.10767795377692,-1.14029762375499,3,0.998493313789368
1,166,166,-9.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,528,531.19,13,-9.92192296291686,-9.94329370538129,0.132103235026342,-0.421922962916859,-0.443293705381288,3,1
1,167,167,-9,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,531.2,534.39,13,-9.22347294103323,-9.20183424499367,0.101542416233213,-0.223472941033233,-0.201834244993673,3,1
1,168,168,-8.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,534.4,537.59,13,-8.37355749788905,-8.37210214219667,0.086154676536981,0.126442502110951,0.12789785780333,3,1
1,169,169,-8,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,537.6,540.79,13,-7.68050247167609,-7.6556633722861,0.079931509418939,0.319497528323913,0.344336627713895,3,0.999999761581421
1,170,170,-7.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,540.8,543.99,13,-7.12407641518594,-7.11959088547323,0.102476036836161,0.375923584814056,0.380409114526775,3,0.999996781349182
1,171,171,-7,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,544,547.19,13,-6.90646488068205,-6.90291131057911,0.092390872770236,0.0935351193179548,0.097088689420894,3,0.99731183052063
1,172,172,-6.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,547.2,550.39,13,-6.31944683378624,-6.31881198740535,0.0744844593205351,0.180553166213762,0.181188012594646,3,0.999987602233887
1,173,173,-6,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,550.4,553.59,13,-4.88498544533897,-4.88707288906661,0.0791151647390231,1.11501455466103,1.11292711093339,3,0.787115871906281
1,174,174,-5.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,553.6,556.79,13,-3.66260868769659,-3.66352495100626,0.221033421450969,1.83739131230341,1.83647504899374,1,0.996980249881744
1,175,175,-5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,556.8,559.99,13,-2.05813492618442,-2.05895497577164,0.139167620039761,2.94186507381558,2.94104502422836,3,0.999996542930603
1,176,176,-4.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,560,563.19,13,-0.731862080003712,-0.733240596067929,0.0912314796103279,3.76813791999629,3.76675940393207,3,1
